date,exchange_rate,gdp_growth,gdp_per_capita,inflation,remittances,trade_balance,unemployment
2022-01-01,91.7454544396961,7.09982877575158,2716.48592780431,7.69695437176898,21505473781.2512,33.7799672705735,4.593
2023-01-01,106.309484297483,5.77511237007889,2551.01773827307,9.8835030377921,22168181204.6103,30.9829714104596,4.454
2024-01-01,115.603653796648,4.22325911250161,2593.41607390407,10.4657482763412,27122365385.1365,26.7780763393252,4.68
