date,temperature,humidity,rainfall,sunshine_hours
2023-08-28,30.2,78.0,6.0,7.1
2023-08-29,29.6,81.0,0.0,5.7
2023-08-30,32.1,67.0,1.0,6.6
2023-08-31,30.2,83.0,0.0,1.5
2023-09-01,29.8,84.0,13.0,1.6
2023-09-02,29.8,84.0,2.0,5.0
2023-09-03,30.0,76.0,55.0,7.4
2023-09-04,30.0,81.0,34.0,1.5
2023-09-05,31.9,73.0,1.0,4.1
2023-09-06,31.1,75.0,0.0,6.9
2023-09-07,29.7,79.0,8.0,5.9
2023-09-08,29.2,80.0,5.0,3.2
2023-09-09,30.0,79.0,0.0,1.9
2023-09-10,30.3,80.0,0.0,4.9
2023-09-11,28.9,87.0,0.0,7.1
2023-09-12,28.9,85.0,43.0,7.7
2023-09-13,30.5,73.0,29.0,4.4
2023-09-14,29.9,75.0,0.0,0.0
2023-09-15,30.6,74.0,0.0,5.2
2023-09-16,31.7,72.0,0.0,2.6
2023-09-17,30.6,76.0,0.0,1.0
2023-09-18,29.1,80.0,22.0,3.5
2023-09-19,27.4,92.0,21.0,1.0
2023-09-20,27.9,86.0,12.0,0.0
2023-09-21,27.6,87.0,24.0,1.8
2023-09-22,29.4,82.0,122.0,3.7
2023-09-23,28.1,85.0,2.0,3.6
2023-09-24,29.0,81.0,11.0,7.2
2023-09-25,29.9,77.0,0.0,3.9
2023-09-26,29.8,81.0,1.0,6.7
2023-09-27,30.5,79.0,0.0,3.1
2023-09-28,32.3,68.0,0.0,2.6
2023-09-29,30.8,75.0,0.0,1.0
2023-09-30,30.1,72.0,8.0,4.6
2023-10-01,30.4,75.0,0.0,4.9
2023-10-02,29.9,75.0,0.0,7.4
2023-10-03,28.0,82.0,7.0,3.6
2023-10-04,27.1,89.0,18.0,4.7
2023-10-05,27.4,92.0,43.0,1.8
2023-10-06,27.0,93.0,65.0,1.5
2023-10-07,29.1,84.0,125.0,5.3
2023-10-08,29.9,78.0,0.0,4.8
2023-10-09,30.1,78.0,0.0,4.2
2023-10-10,29.2,77.0,0.0,5.1
2023-10-11,30.1,73.0,0.0,7.9
2023-10-12,30.3,71.0,0.0,1.3
2023-10-13,29.1,69.0,0.0,1.9
2023-10-14,29.4,65.0,0.0,1.9
2023-10-15,28.3,72.0,0.0,8.4
2023-10-16,28.7,74.0,0.0,6.3
2023-10-17,27.4,80.0,0.0,4.5
2023-10-18,28.7,68.0,7.0,3.1
2023-10-19,28.8,66.0,0.0,0.9
2023-10-20,28.7,60.0,0.0,2.7
2023-10-21,29.0,61.0,0.0,7.3
2023-10-22,28.4,73.0,0.0,3.6
2023-10-23,25.9,87.0,2.0,5.5
2023-10-24,26.8,80.0,59.0,6.3
2023-10-25,27.9,72.0,0.0,4.2
2023-10-26,28.2,73.0,0.0,6.0
2023-10-27,27.8,65.0,0.0,5.0
2023-10-28,27.3,57.0,0.0,1.5
2023-10-29,27.5,57.0,0.0,7.8
2023-10-30,27.0,69.0,0.0,8.4
2023-10-31,28.2,64.0,0.0,8.4
2023-11-01,29.4,62.0,0.0,6.9
2023-11-02,28.8,59.0,0.0,8.0
2023-11-03,27.9,64.0,0.0,3.0
2023-11-04,27.8,64.0,0.0,6.5
2023-11-05,26.8,66.0,0.0,4.9
2023-11-06,26.5,58.0,0.0,6.0
2023-11-07,26.2,65.0,0.0,8.1
2023-11-08,26.1,65.0,0.0,5.4
2023-11-09,25.8,64.0,0.0,6.6
2023-11-10,26.1,60.0,0.0,6.5
2023-11-11,25.7,66.0,0.0,7.1
2023-11-12,26.0,67.0,0.0,7.3
2023-11-13,25.9,66.0,0.0,5.8
2023-11-14,26.0,60.0,0.0,7.2
2023-11-15,27.2,55.0,0.0,6.7
2023-11-16,25.2,81.0,0.0,6.7
2023-11-17,21.9,93.0,2.0,6.7
2023-11-18,24.9,76.0,30.0,6.1
2023-11-19,25.7,77.0,0.0,4.7
2023-11-20,26.2,70.0,0.0,5.9
2023-11-21,25.0,72.0,0.0,6.4
2023-11-22,24.6,60.0,0.0,5.8
2023-11-23,24.0,65.0,0.0,6.3
2023-11-24,23.8,69.0,0.0,6.0
2023-11-25,23.7,67.0,0.0,6.0
2023-11-26,24.3,67.0,0.0,6.0
2023-11-27,25.8,68.0,0.0,5.9
2023-11-28,26.1,65.0,0.0,5.6
2023-11-29,24.8,74.0,0.0,4.9
2023-11-30,25.1,68.0,0.0,0.6
2023-12-01,25.6,59.0,0.0,6.2
2023-12-02,25.1,62.0,0.0,5.7
2023-12-03,25.0,63.0,0.0,5.6
2023-12-04,25.4,63.0,0.0,5.7
2023-12-05,24.8,68.0,0.0,5.4
2023-12-06,24.2,77.0,0.0,5.3
2023-12-07,20.2,96.0,10.0,5.6
2023-12-08,21.2,88.0,46.0,4.2
2023-12-09,21.8,80.0,1.0,5.0
2023-12-10,20.3,82.0,0.0,5.0
2023-12-11,19.7,85.0,0.0,5.8
2023-12-12,19.4,87.0,0.0,6.1
2023-12-13,19.7,73.0,0.0,4.2
2023-12-14,19.6,65.0,0.0,1.2
2023-12-15,20.1,68.0,0.0,3.1
2023-12-16,20.3,70.0,0.0,3.5
2023-12-17,20.7,67.0,0.0,4.3
2023-12-18,21.2,69.0,0.0,4.7
2023-12-19,21.2,66.0,0.0,5.5
2023-12-20,21.0,70.0,0.0,4.2
2023-12-21,21.5,71.0,0.0,4.3
2023-12-22,21.4,75.0,0.0,4.0
2023-12-23,21.2,77.0,0.0,5.7
2023-12-24,21.6,76.0,0.0,5.7
2023-12-25,21.6,76.0,0.0,5.1
2023-12-26,21.2,79.0,0.0,5.0
2023-12-27,21.8,76.0,0.0,0.0
2023-12-28,21.8,74.0,0.0,3.4
2023-12-29,21.8,76.0,0.0,4.7
2023-12-30,22.8,68.0,0.0,0.0
2023-12-31,19.2,84.0,0.0,3.6
